director_name,Alma mater,Notes,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Salim Akil,NaN,,82,116,70,706,Curtis Armstrong,1000,24397469,"['Drama', 'Music']",Omari Hardwick,Sparkle ,5161,5804,Mike Epps,7,1960s|death|girl group|nightclub|sister,http://www.imdb.com/title/tt1876451/?ref_=fn_tt_tt_1,48,English,USA,PG-13,17000000,2012,876,5.7,2.35,0
Jeff Nichols,University of North Carolina  ,,368,130,337,820,Tye Sheridan,11000,21589307,['Drama'],Matthew McConaughey,Mud ,135286,13960,Sam Shepard,1,14 year old|boat|bounty hunter|boy|river,http://www.imdb.com/title/tt1935179/?ref_=fn_tt_tt_1,261,English,USA,PG-13,10000000,2012,1000,7.4,2.35,27000
Morgan Spurlock,New York University,,83,106,293,547,Zayn Malik,773,28873374,"['Documentary', 'Music']",Harry Styles,One Direction: This Is Us ,22161,2787,Niall Horan,11,3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors,http://www.imdb.com/title/tt2515086/?ref_=fn_tt_tt_1,68,English,USA,PG,10000000,2013,734,4.1,1.85,0
Joel Edgerton,Australia ,,297,108,0,458,Allison Tolman,1000,43771291,"['Mystery', 'Thriller']",Busy Philipps,The Gift ,79909,3215,Wendell Pierce,1,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279,English,USA,R,5000000,2015,562,7.1,2.35,15000
Tim Burton,California Institute of the Arts,,325,106,13000,309,Danny Huston,11000,14479776,"['Biography', 'Crime', 'Drama', 'Romance']",Christoph Waltz,Big Eyes ,55539,12418,Jon Polito,3,1950s|abusive husband|artist|painting|secret,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,147,English,USA,PG-13,10000000,2014,430,7,1.85,20000
Elizabeth Banks,University of Pennsylvania,,180,94,0,3000,Kate Winslet,20000,8828771,['Comedy'],Hugh Jackman,Movie 43 ,79146,41059,Seth MacFarlane,10,awkwardness|embarrassment|gross out|irreverence|shame,http://www.imdb.com/title/tt1333125/?ref_=fn_tt_tt_1,352,English,USA,R,6000000,2013,14000,4.3,1.85,25000
Lorene Scafaria,Montclair State University,,265,101,63,172,Mark Moses,7000,6619173,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",Steve Carell,Seeking a Friend for the End of the World ,87203,7747,Rob Huebel,2,candle|end of the world|letter|record|road trip,http://www.imdb.com/title/tt1307068/?ref_=fn_tt_tt_1,221,English,USA,R,10000000,2012,353,6.7,2.35,25000
Marcus Dunstan,The University of Iowa,,147,82,87,444,Johanna Braddy,1000,6842058,"['Action', 'Horror', 'Thriller']",Daniel Sharman,The Collection ,36029,3818,Lee Tergesen,0,booby trap|brainwashing|mercenary|serial killer|trap,http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1,99,English,USA,R,10000000,2012,581,6.1,2.35,14000
Jason Bateman,NaN,,126,89,0,322,Philip Baker Hall,628,7764027,"['Comedy', 'Drama']",Beth Grant,Bad Words ,38459,2061,Patricia Belcher,0,directed by star|indian american|spelling|spelling bee|two word title,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,119,English,USA,R,10000000,2013,497,6.7,2.35,0
Mike Binder,NaN,,91,121,57,664,Gillian Jacobs,1000,21569041,['Drama'],Jennifer Ehle,Black or White ,8058,3745,Jillian Estell,2,color in title,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,57,English,USA,PG-13,9000000,2014,837,6.6,2.35,0
Jay Duplass,NaN,,182,83,157,581,Evan Ross,2000,4244155,"['Comedy', 'Drama']",Judy Greer,"Jeff, Who Lives at Home ",56005,3374,Rae Dawn Chong,5,basement|errand|secret admirer|slacker|wrong number,http://www.imdb.com/title/tt1588334/?ref_=fn_tt_tt_1,112,English,USA,R,10000000,2011,616,6.5,1.85,0
John Putch,NaN,,23,111,60,699,Diedrich Bader,823,3333823,"['Drama', 'Mystery', 'Sci-Fi']",Robert Picardo,Atlas Shrugged II: The Strike ,5612,5262,Esai Morales,0,box office flop|critically bashed|government|industrialist|railroad,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,122,English,USA,PG-13,10000000,2012,759,5.5,2.35,0
Tom Brady,University of Michigan,,49,97,105,269,Kevin Nealon,982,2331318,['Comedy'],Don Johnson,Bucky Larson: Born to Be a Star ,9541,2603,Nicholas Turturro,1,diner|eating a banana|masturbation|porn star|shooting a pornographic movie,http://www.imdb.com/title/tt1411664/?ref_=fn_tt_tt_1,64,English,USA,R,10000000,2011,503,3.3,1.85,0
Jason Zada,NaN,,185,93,4,4,Stephanie Vogt,533,26583369,"['Horror', 'Mystery', 'Thriller']",Eoin Macken,The Forest ,20837,578,Gen Seto,1,forest|japan|suicide|suicide forest|supernatural,http://www.imdb.com/title/tt3387542/?ref_=fn_tt_tt_1,127,English,USA,PG-13,10000000,2016,35,4.8,1.85,10000
Noah Baumbach,Vassar College,,270,97,387,64,Maria Dizzia,6000,7574066,"['Comedy', 'Drama']",Naomi Watts,While We're Young ,30325,6322,Dree Hemingway,2,documentary filmmaker|documentary filmmaking|father in law|generation z|hipster,http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1,96,English,USA,R,10000000,2014,139,6.3,1.85,0
Chris Weitz,University of Cambridge,,94,98,129,221,Eddie 'Piolin' Sotelo,749,1754319,"['Drama', 'Romance']",Demián Bichir,A Better Life ,13174,2214,Robert Peters,0,gang|gardener|money|police|truck,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1,81,English,USA,PG-13,10000000,2011,252,7.2,1.85,0
Ariel Vromen,NaN,,221,106,34,683,James Franco,11000,1939441,"['Biography', 'Crime', 'Drama']",Chris Evans,The Iceman ,55567,23187,Robert Davi,1,based on true story|contract killer|crime family|murder of a girl|serial murderer,http://www.imdb.com/title/tt1491044/?ref_=fn_tt_tt_1,144,English,USA,R,10000000,2012,11000,6.9,1.85,20000
William Friedkin,NaN,,376,98,607,251,Scott A. Martin,11000,1987762,"['Crime', 'Drama', 'Romance', 'Thriller']",Matthew McConaughey,Killer Joe ,59297,11853,Carol Sutton,0,female nudity|female pubic hair|lingerie|neo noir|pubic hair,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,216,English,USA,R,11000000,2011,414,6.7,1.85,12000
Jon Stewart,William & Mary,,129,103,593,241,Claire Foy,374,3093491,"['Biography', 'Drama']",Numan Acar,Rosewater ,8307,1283,Haluk Bilginer,0,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1,37,English,USA,R,5000000,2014,362,6.6,1.85,5000
James DeMonaco,NaN,,285,103,65,908,Zach Gilford,2000,71519230,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Noel Gugliemi,The Purge: Anarchy ,92364,6807,Roberta Valderrama,0,held at gunpoint|machete|masked man|sequel|violence,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,244,English,USA,R,9000000,2014,971,6.5,2.35,15000
Kevin Tancharoen,NaN,,67,84,64,748,Heather Morris,2000,11860839,"['Documentary', 'Music']",Lea Michele,Glee: The 3D Concert Movie ,5156,4617,Kevin McHale,0,concert|live in concert recording|live performance,http://www.imdb.com/title/tt1922612/?ref_=fn_tt_tt_1,21,English,USA,PG,9000000,2011,892,5.4,1.85,0
David E. Talbert,NaN,,52,96,68,1000,Christina Milian,3000,21564616,['Comedy'],Djimon Hounsou,Baggage Claim ,7098,8097,Boris Kodjoe,9,woman wearing only a man's shirt,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,41,English,USA,PG-13,8500000,2013,1000,5,1.85,0
Ari Sandel,"University of Arizona, Tuscon",,132,101,17,429,Romany Malco,35000,34017854,['Comedy'],Bella Thorne,The DUFF ,51326,36892,Skyler Samuels,4,cartoon on tv|generation y|high school|overalls|strong female character,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,116,English,USA,PG-13,8500000,2015,966,6.5,2.35,8000
Dan Gilroy,Dartmouth College,,534,117,66,85,Michael Papajohn,15000,32279955,"['Crime', 'Drama', 'Thriller']",Jake Gyllenhaal,Nightcrawler ,293304,15554,James Huang,1,employer employee relationship|ethics|journalism|sociopath|tv news,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,552,English,USA,R,8500000,2014,241,7.9,2.35,65000
Jonathan Levine,Brown University,,327,100,129,3000,Anna Kendrick,23000,34963967,"['Comedy', 'Drama', 'Romance']",Joseph Gordon-Levitt,50/50 ,270441,39807,Bryce Dallas Howard,2,best friend|cancer|survival rate|therapist|vomiting,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,378,English,USA,R,8000000,2011,10000,7.7,1.85,40000
Tom Gormican,NaN,,164,94,19,117,Lola Glaudini,363,26049082,"['Comedy', 'Romance']",Mackenzie Davis,That Awkward Moment ,76791,1024,Josh Pais,3,dating|divorce|father daughter relationship|mother daughter relationship|party,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,100,English,USA,R,8000000,2014,342,6.1,2.35,0
Nicole Holofcener,New York University,female,231,93,132,216,Ben Falcone,434,17536788,"['Comedy', 'Drama', 'Romance']",Christopher Nicholas Smith,Enough Said ,49240,1183,Michaela Watkins,2,dating|divorcee|ex husband|ex wife|party,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,142,English,USA,PG-13,8000000,2013,265,7.1,1.85,12000
Joe Nussbaum,University of Southern California,,83,104,18,741,Thomas McDonell,1000,10106233,"['Comedy', 'Drama']",Cameron Monaghan,Prom ,12702,5190,Aimee Teegarden,0,decoration|father daughter relationship|high school|prom|teenager,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,32,English,USA,PG,8000000,2011,962,5.4,1.85,0
Duke Johnson,University of Miami,,328,90,26,0,Tom Noonan,1000,3442820,"['Animation', 'Comedy', 'Drama', 'Romance']",Jennifer Jason Leigh,Anomalisa ,31489,1442,David Thewlis,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,140,English,USA,R,8000000,2015,442,7.3,2.35,0
John Carney,NaN,,283,104,109,7,Karen Pittman,480,16168741,"['Drama', 'Music']",James Corden,Begin Again ,99430,517,Mary Catherine Garrison,1,manhattan new york city|new york city|record label|singer|song,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,182,English,USA,R,8000000,2013,12,7.4,1.85,43000
Steven Soderbergh,University Labaratory School,,324,110,0,11000,Alex Pettyfer,17000,113709992,"['Comedy', 'Drama']",Channing Tatum,Magic Mike ,108843,46646,Matthew McConaughey,1,bank|male nudity|male objectification|male stripper|stripper,http://www.imdb.com/title/tt1915581/?ref_=fn_tt_tt_1,281,English,USA,R,7000000,2012,15000,6.1,2.35,54000
Salim Akil,NaN,,52,112,70,826,Loretta Devine,1000,37295394,"['Comedy', 'Drama']",Gary Dourdan,Jumping the Broom ,7973,5959,Laz Alonso,8,martha's vineyard|mother|older woman younger man relationship|wedding|weekend,http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1,59,English,USA,PG-13,6600000,2011,912,5.7,1.85,0
Matt Bettinelli-Olpin,"University of California, Santa Cruz",,137,89,14,270,Allison Miller,971,15818967,"['Horror', 'Mystery']",Zach Gilford,Devil's Due ,13913,2517,Vanessa Ray,0,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,120,English,USA,R,7000000,2014,479,4,1.85,0
Rick Famuyiwa,University of Southern California,,180,103,44,190,Rick Fox,637,17474107,"['Comedy', 'Crime', 'Drama']",Kimberly Elise,Dope ,56605,1342,Kiersey Clemons,3,african american|geek|hip hop|party|tomboy,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,89,English,USA,R,7000000,2015,256,7.3,2.35,23000
Peter Sollett,New York University,,133,103,6,935,Josh Charles,7000,532988,"['Biography', 'Drama', 'Romance']",Steve Carell,Freeheld ,5863,9660,Luke Grimes,0,cancer|gay bar|lesbian kiss|partner|public hearing,http://www.imdb.com/title/tt1658801/?ref_=fn_tt_tt_1,25,English,USA,PG-13,7000000,2015,1000,6.5,1.85,0
John R. Leonetti,NaN,,271,99,40,300,Annabelle Wallis,1000,84263837,"['Horror', 'Mystery']",Alfre Woodard,Annabelle ,81699,2323,Gabriel Bateman,0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,291,English,USA,R,6500000,2014,421,5.4,2.35,45000
Richard Linklater,Sam Houston State University,,231,99,0,84,Brandon Smith,11000,9203192,"['Comedy', 'Crime', 'Drama']",Matthew McConaughey,Bernie ,45396,11328,Rick Dial,1,funeral|stockbroker|texas|vacation|widow,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,136,English,USA,PG-13,5000000,2011,106,6.8,1.85,15000
Brian Klugman,NaN,,216,102,49,10000,Bradley Cooper,24000,11434867,"['Drama', 'Mystery', 'Romance', 'Thriller']",J.K. Simmons,The Words ,59637,51355,Olivia Wilde,1,american in paris|book|love|novel|writer,http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1,130,English,USA,PG-13,6000000,2012,14000,7.1,1.85,21000
Matt Piedmont,NaN,,133,84,4,546,Adrian Martinez,8000,5895238,"['Comedy', 'Western']",Will Ferrell,Casa de mi Padre ,17169,10123,Luis E. Carazo,1,absurd humor|drug lord|mexico|ranch|spaghetti western,http://www.imdb.com/title/tt1702425/?ref_=fn_tt_tt_1,70,Spanish,USA,R,6000000,2012,806,5.5,2.35,9000
Zach Braff,Northwestern University,,149,106,0,379,Josh Gad,17000,3588432,"['Comedy', 'Drama']",Jim Parsons,Wish I Was Here ,29341,18947,Michael Weston,4,actor|dream sequence|genius recluse|jew|religion,http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,93,English,USA,R,6000000,2014,1000,6.7,2.35,0
Stefan Ruzowitzky,"Vienna, Au",,162,95,24,874,Olivia Wilde,16000,65804,"['Crime', 'Drama', 'Thriller']",Charlie Hunnam,Deadfall ,32512,27575,Sissy Spacek,1,police officer|police officer killed|police officer shot|sex scene,http://www.imdb.com/title/tt1667310/?ref_=fn_tt_tt_1,86,English,USA,R,12000000,2012,10000,6.3,2.35,0
Joseph Gordon-Levitt,Columbia University,,364,90,23000,694,Scarlett Johansson,23000,24475193,"['Comedy', 'Drama', 'Romance']",Joseph Gordon-Levitt,Don Jon ,190494,44265,Tony Danza,1,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,314,English,USA,R,3000000,2013,19000,6.6,2.35,33000
George Ratliff,NaN,,48,96,3,38,Cree Kelly,472,27445,"['Action', 'Comedy', 'Drama', 'Thriller']",Jim Gaffigan,Salvation Boulevard ,3788,561,Mike Eshaq,5,cross|doused with gasoline|pastor|security guard|shower,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1,31,English,USA,R,9000000,2011,39,5.3,1.85,1000
James Wan,"RMIT, Australia",,318,106,0,482,Barbara Hershey,852,83574831,"['Fantasy', 'Horror', 'Thriller']",Lin Shaye,Insidious: Chapter 2 ,109214,2975,Leigh Whannell,0,barricading a door|injection in leg|police detective|supernatural|taser,http://www.imdb.com/title/tt2226417/?ref_=fn_tt_tt_1,269,English,USA,PG-13,5000000,2013,618,6.6,2.35,35000
Dan Trachtenberg,NaN,,411,104,16,82,John Gallagher Jr.,14000,71897215,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",Bradley Cooper,10 Cloverfield Lane ,126893,14504,Sumalee Montano,0,alien|bunker|car crash|kidnapping|minimal cast,http://www.imdb.com/title/tt1179933/?ref_=fn_tt_tt_1,440,English,USA,PG-13,15000000,2016,338,7.3,2.35,33000
David F. Sandberg,NaN,,159,81,26,300,Amiah Miller,2000,56536016,['Horror'],Billy Burke,Lights Out ,13523,3344,Gabriel Bateman,0,based on short film|reference to avenged sevenfold|reference to slayer|switching lights on and off|two word title,http://www.imdb.com/title/tt4786282/?ref_=fn_tt_tt_1,95,English,USA,PG-13,4900000,2016,509,6.9,2.35,0
Henry Joost,NaN,,251,94,24,434,Sprague Grayden,581,104007828,['Horror'],Johanna Braddy,Paranormal Activity 3 ,76828,2371,Christopher Nicholas Smith,0,animate object|imaginary friend|reference to macgyver|whispering|woman wearing only a man's shirt,http://www.imdb.com/title/tt1778304/?ref_=fn_tt_tt_1,314,English,USA,R,5000000,2011,438,5.8,1.85,24000
Stiles White,NaN,woman,183,89,10,704,Shelley Hennig,852,50820940,"['Fantasy', 'Horror']",Lin Shaye,Ouija ,31915,5056,Daren Kagasoff,0,death of girlfriend|funeral|ghost|ouija|spirit,http://www.imdb.com/title/tt1204977/?ref_=fn_tt_tt_1,159,English,USA,PG-13,5000000,2014,707,4.4,2.35,18000
Joel Edgerton,Australia ,,297,108,0,458,Allison Tolman,1000,43771291,"['Mystery', 'Thriller']",Busy Philipps,The Gift ,79916,3215,Wendell Pierce,1,compulsive liar|fired from a job|gift|rape|substance abuse,http://www.imdb.com/title/tt4178092/?ref_=fn_tt_tt_1,279,English,USA,R,5000000,2015,562,7.1,2.35,15000
Henry Joost,NaN,,248,96,24,113,Brendon Eggertsen,235,53884821,['Horror'],Matt Shively,Paranormal Activity 4 ,51204,799,Alisha Boe,0,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark,http://www.imdb.com/title/tt2109184/?ref_=fn_tt_tt_1,247,English,USA,R,5000000,2012,119,4.6,1.85,26000
Christopher Landon,Loyola Marymount University,,220,101,52,332,Gloria Sandoval,510,32453345,"['Fantasy', 'Horror', 'Thriller']",Richard Cabral,Paranormal Activity: The Marked Ones ,31791,2161,Molly Ephraim,0,apartment|blood|demonic possession|neighbor|pentagram,http://www.imdb.com/title/tt2473682/?ref_=fn_tt_tt_1,155,English,USA,R,5000000,2014,358,5,1.78,10000
Jean-Marc Vallée,"Montreal, Canada",,471,117,212,896,Jennifer Garner,11000,27296514,"['Biography', 'Drama']",Matthew McConaughey,Dallas Buyers Club ,326494,17738,Denis O'Hare,0,drugs|fda|gay community|hiv|homophobia,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1,340,English,USA,R,5000000,2013,3000,8,2.35,65000
David Gelb,University of Southern California,,152,83,26,801,Mark Duplass,10000,25799043,"['Horror', 'Sci-Fi', 'Thriller']",Olivia Wilde,The Lazarus Effect ,28513,11771,Donald Glover,0,electrocuted|experiment|hell|serum|university,http://www.imdb.com/title/tt2918436/?ref_=fn_tt_tt_1,126,English,USA,PG-13,3300000,2015,830,5.2,2.35,0
Mike Flanagan,Maryland,,336,104,59,202,Rory Cochrane,972,27689474,"['Horror', 'Mystery']",James Lafferty,Oculus ,85688,2071,Garrett Ryan,0,home office|mirror|released from a mental hospital|trauma|video camera,http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1,339,English,USA,R,5000000,2013,407,6.5,2.35,23000
Nat Faxon,Hamilton College,,276,103,214,424,Liam James,7000,21501098,"['Comedy', 'Drama']",Steve Carell,The Way Way Back ,115813,8375,Jim Rash,1,awkward boy|shy kid|summer|vacation|water park,http://www.imdb.com/title/tt1727388/?ref_=fn_tt_tt_1,216,English,USA,PG-13,5000000,2013,468,7.4,1.85,22000
Jesse Peretz,Harvard University,,179,90,37,1000,Adam Scott,11000,24809547,"['Comedy', 'Drama']",Zooey Deschanel,Our Idiot Brother ,74875,15710,Steve Coogan,1,art model|farmer|jail|nude model|three sisters,http://www.imdb.com/title/tt1637706/?ref_=fn_tt_tt_1,115,English,USA,R,5000000,2011,3000,6.4,1.85,11000
John Erick Dowdle,New York University,,196,93,66,161,Edwin Hodge,1000,21197315,"['Horror', 'Mystery', 'Thriller']",Ben Feldman,"As Above, So Below ",49948,1410,Perdita Weeks,0,archeologist|catacomb|found footage|paris france|philosopher's stone,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,211,English,USA,R,5000000,2014,200,6.1,1.85,14000
Bille Woodruff,University of Maryland,,9,106,23,467,Cameron Mills,1000,17382982,"['Drama', 'Thriller']",Boris Kodjoe,Addicted ,5975,2840,Sharon Leal,0,adultery|attraction|lust|obsession|temptation,http://www.imdb.com/title/tt2205401/?ref_=fn_tt_tt_1,33,Spanish,USA,R,5000000,2014,694,5.2,1.85,0
Richard Glatzer,University of Michigan,,309,101,25,423,Hunter Parrish,17000,18656400,['Drama'],Kristen Stewart,Still Alice ,86077,19673,Seth Gilliam,1,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1,195,English,USA,PG-13,5000000,2014,2000,7.5,1.85,45000
Harmony Korine,NaN,,444,94,520,192,Heather Morris,11000,14123773,"['Crime', 'Drama']",James Franco,Spring Breakers ,108683,12306,Rachel Korine,4,kissing a dead body|repeated dialogue|sex in pool|spring break|twins,http://www.imdb.com/title/tt2101441/?ref_=fn_tt_tt_1,561,English,USA,R,5000000,2012,892,5.3,2.35,25000
Gonzalo López-Gallego,NaN,,228,86,17,205,Ryan Robbins,520,17683670,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",Warren Christie,Apollo 18 ,47227,1520,Andrew Airlie,0,cosmonaut|footprint|found footage|moon|secret mission,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,323,English,USA,PG-13,5000000,2011,270,5.2,1.33,0
John Erick Dowdle,New York University,,203,103,66,13,Claire Geare,155,27285953,"['Action', 'Thriller']",Sterling Jerins,No Escape ,48675,259,Sahajak Boonthanakit,0,asia|fictional country|hotel|rebellion|revolution,http://www.imdb.com/title/tt1781922/?ref_=fn_tt_tt_1,214,English,USA,R,5000000,2015,78,6.8,1.85,16000
Michael Polish,NaN,,12,121,35,473,Bobby Batson,4000,4700361,['Drama'],Hayden Christensen,90 Minutes in Heaven ,2047,6617,Cynthia Barrett,0,heaven|hospital|praying|pronounced dead|recovery,http://www.imdb.com/title/tt4337690/?ref_=fn_tt_tt_1,29,English,USA,PG-13,5000000,2015,849,4.6,2.35,0
Michael Cuesta,School of Visual Arts,,163,112,52,688,Paz Vega,10000,2445646,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",Jeremy Renner,Kill the Messenger ,32382,12897,Robert Pralgo,1,based on true story|cia|cocaine|journalist|smear campaign,http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1,99,English,USA,R,5000000,2014,963,7,2.35,13000
Jeremy Saulnier,NaN,,322,95,57,233,Mark Webber,727,3219029,"['Crime', 'Horror', 'Music', 'Thriller']",Alia Shawkat,Green Room ,28845,1836,Joe Cole,0,murder|neo nazi|punk band|skinhead|suspense,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,125,English,USA,R,5000000,2015,442,7.1,2.35,10000
Jeff Nichols,University of North Carolina  ,,359,121,337,41,Shea Whigham,982,1729969,"['Drama', 'Thriller']",Katy Mixon,Take Shelter ,68211,1520,Robert Longstreet,0,ambiguous ending|firefly|mysterious event|schizophrenia|storm,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1,219,English,USA,R,5000000,2011,463,7.4,2.35,14000
Joe Wright,"Central St Martins, UK",,256,111,456,394,Cara Delevingne,20000,34964818,"['Adventure', 'Family', 'Fantasy']",Hugh Jackman,Pan ,39975,21404,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,USA,PG,150000000,2015,559,5.8,2.35,24000
Henry Hobson,Harvard University,,256,95,9,428,J.D. Evermore,584,131175,"['Drama', 'Horror']",Joely Richardson,Maggie ,30219,1885,David A Cole,2,father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse,http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1,200,English,USA,PG-13,8500000,2015,430,5.6,2.35,22000
Rob Cohen,Harvard University,,149,91,357,326,Hill Harper,3000,35385560,"['Mystery', 'Thriller']",Ryan Guzman,The Boy Next Door ,27198,4807,Adam Hicks,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,http://www.imdb.com/title/tt3181822/?ref_=fn_tt_tt_1,131,English,USA,R,4000000,2015,465,4.6,2.35,8000
Richard Linklater,Sam Houston State University,,548,165,0,127,Lorelei Linklater,230,25359200,['Drama'],Ellar Coltrane,Boyhood ,266020,673,Libby Villari,0,12 year time span|coming of age|domestic abuse|growing up|separated parents,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1,836,English,USA,R,4000000,2014,193,8,1.85,92000
Michael Tiddes,NaN,,69,86,89,511,Essence Atkins,986,17314483,"['Comedy', 'Fantasy']",Ashley Rickards,A Haunted House 2 ,14621,4073,Gabriel Iglesias,2,bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm,http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1,48,English,USA,R,4000000,2014,713,4.7,1.85,0
Ron Fricke,NaN,,115,102,330,0,Balinese Tari Legong Dancers,48,2601847,"['Documentary', 'Music']",Collin Alfredo St. Dic,Samsara ,22457,48,Puti Sri Candra Dewi,0,hall of mirrors|mont saint michel france|palace of versailles|turkey the country|yellowstone national park,http://www.imdb.com/title/tt0770802/?ref_=fn_tt_tt_1,69,None,USA,PG-13,4000000,2011,0,8.5,2.35,26000
David Gordon Green,University of North Carolina  ,,232,117,234,221,Tye Sheridan,12000,371897,['Drama'],Nicolas Cage,Joe ,36494,13607,Ronnie Gene Blevins,2,alcoholic|cigarette smoking|father son relationship|teenage boy|woods,http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1,118,English,USA,R,4000000,2013,1000,6.9,2.35,11000
Robert Eggers,NaN,,425,92,22,159,Kate Dickie,648,25138292,"['Horror', 'Mystery']",Julian Richings,The Witch ,66483,1122,Ralph Ineson,0,black magic|goat|isolation|naked woman|witch,http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1,452,English,USA,R,3500000,2015,191,6.8,1.66,43000
Akiva Schaffer,"University of California, Santa Cruz",,265,102,82,536,Nicholas Braun,622,34350553,"['Action', 'Comedy', 'Sci-Fi']",Will Forte,The Watch ,104072,2486,Rosemarie DeWitt,4,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207,English,USA,R,68000000,2012,591,5.7,2.35,15000
J.C. Chandor,The College of Wooster,,290,107,78,969,Demi Moore,18000,5354039,"['Biography', 'Drama', 'Thriller']",Kevin Spacey,Margin Call ,92599,22834,Ashley Williams,8,capital management|financial crisis|financial disaster|investment fraud|management,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1,225,English,USA,R,3500000,2011,2000,7.1,1.85,21000
Damien Chazelle,Harvard University,,535,107,141,535,Melissa Benoist,24000,13092000,"['Drama', 'Music']",J.K. Simmons,Whiplash ,399138,26495,Chris Mulkey,0,conservatory|drummer|emotional abuse|music school|obsession,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1,731,English,USA,R,3300000,2014,970,8.5,2.4,129000
